name,x,y,label_x,label_y
Andy Lamb & Donna Gibbs,19.408704611241323,-18.38612322414274,19.391890341844757,-18.368428146453976
Angela Wood,8.154970304376127,0.3116971260057482,8.148064979691629,0.3445953801573904
B. Schwartz,19.204471442155672,0.7390206888661801,19.251232691580146,0.7823905560992147
B. Stephens,-28.14792617203768,-14.501861050653073,-28.14581092029494,-14.559615408208186
B. Turner,4.632601057613485,-28.73611898756441,4.636479689668313,-28.72373590264859
Bev Benedict,3.1728258540246217,22.958605261597445,3.22427780363112,23.006406360138953
Bruce Bennett,-20.341248699221573,-21.73418999922659,-20.327421213041898,-21.74661047511786
Christopher Clement,-7.988719422945463,21.93070638853609,-8.02667125998366,21.92434187257363
Frank Lomer,11.3525492573981,12.456677440492653,11.331943671841294,12.455581323826511
Gerald B. Straley,-4.991602781761001,14.54431611143713,-5.004972640864,14.555266673980121
Gerald Straley & K. Nichols,-2.6246835499040144,23.86901016473273,-2.587961095980831,23.88896496100511
Hans Roemer,-8.7095473426402,7.775997496734063,-8.698752927828478,7.815532123245408
Harvey Janszen,-3.68754310335742,-3.2974335759840057,-3.6755199598395984,-3.3002982036973556
"Harvey Janszen, Jenifer Penny & Charlotte Norris",-19.93374910970026,6.647104540948258,-19.930428628221904,6.652992882312432
J. A. Calder,-12.836497868751941,7.350023892800888,-12.853173102794564,7.424663829117532
J. Travis,30.573786734033284,-8.334322895920515,30.627394128137375,-8.321389928077066
"Jenifer Penny, Charlotte Norris, & Harvey Janszen",-16.662851579044,-24.41308568049428,-16.64791606469712,-24.407423087214386
"Jennifer L. Penny, Charlotte E. Norris, & Harvey Janszen",5.976451180790643,21.571499158787404,5.917452666091754,21.5312318650289
Keith Erickson & S. Gates,15.093675129126344,-30.044423142823703,15.114715806173255,-30.044337461395035
Keith Erickson & Steven Gates,27.60399295742599,-14.540378404418847,27.58980921519415,-14.547018189013853
Kent Brothers,-8.595464939792175,16.57299233955669,-8.62749965097178,16.57266096466241
Leon Pavlick,1.409118554231835,23.469678575319772,1.4025793067920862,23.452416046081638
Matt Fairbarns,-18.62689381365292,10.904495259985048,-18.657673947102136,10.883890790411767
P. F. Zika,33.514634121155375,-2.5685399651397716,33.49276738427664,-2.5901631740943754
R. Biggs,-26.838559715455833,-8.951221837135645,-26.85731089349131,-8.957656972597638
S. Keene,-9.428058160723207,18.54080908340821,-9.478658960045479,18.581853062849067
T. C. Brayshaw,5.6412903677102175,-32.58505541064146,5.666423979045053,-32.55358281184468
T. M. Taylor,20.455930842207845,24.804819807343126,20.46053203574294,24.794020553804835
Terry Taylor,8.59851118879397,24.652267032676946,8.56436708068361,24.601689539040784
Trudy Chatwin,-2.4995617406848174,-33.308457704537226,-2.4619472930527198,-33.3337952073933
V. J. Krajina,17.614906270612003,-19.431108732994552,17.627700197256306,-19.444841548991768
W. M. Bird,-18.54152098712085,-23.286836739035923,-18.55037313161062,-23.283727598909074
Wilfred B. Schofield,-20.19679253147865,-3.8464531144032823,-20.1699387616473,-3.866331332674307
William J. Crins,7.92103432431437,9.767610350731106,7.947378328940361,9.827810771456063
William Newcombe,-0.4714820829852755,22.98310779572488,-0.4468346505361509,22.97493976969233
Adam Huggins,-12.134149091767137,-14.050118654740073,-12.113489884144133,-14.086536988847259
Adam Huggins & Andrew Simon,32.637879196636746,-0.31418730140571965,32.654496726242876,-0.31842515412419503
Aimee Pelletier,9.344929743999165,-30.49101352892542,9.343072392681863,-30.521174856373225
Alejandro Huereca Delgado,24.02185908294573,-21.11318054209892,24.012680203033533,-21.10849587088066
