"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"Spirulina",311339,"Spirulina",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Oscillatoriophycidae","","Spirulinales","","","","Spirulinaceae","","","Spirulina","","iNat:4849008",48.971446,-123.55191,"2003-07-20",NA,NA,"Mark Webber","false","research",155
"Spirulina",311339,"Spirulina",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Oscillatoriophycidae","","Spirulinales","","","","Spirulinaceae","","","Spirulina","","iNat:4849010",48.971446,-123.55191,"2004-07-16",NA,NA,"Mark Webber","false","research",155
"Oscillatoria",324242,"Oscillatoria",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Oscillatoriophycidae","","Oscillatoriales","","","","Oscillatoriaceae","","","Oscillatoria","","iNat:4873153",48.876585,-123.315225,"2006-01-13",NA,NA,"Mark Webber","false","needs_id",159
"Nostoc commune",319815,"Nostoc commune",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Nostocophycidae","","Nostocales","","","","Nostocaceae","","","Nostoc","commune","iNat:5537495",48.870213,-123.380638,"2017-04-01",NA,NA,"Andrew Simon","false","research",43
"Nostoc commune",319815,"Nostoc commune",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Nostocophycidae","","Nostocales","","","","Nostocaceae","","","Nostoc","commune","iNat:6217955",48.868752,-123.379126,"2017-05-13",NA,NA,"Andrew Simon","false","research",192
"Frankia",334078,"Frankia",0,"accepted",NA,"Bacteria","Actinobacteria","","","","","","Actinomycetales","","","","Frankiaceae","","","Frankia","","iNat:8352492",48.878277,-123.322839,"2017-10-04",NA,NA,"martybc","false","research",21
"Nostoc",67332,"Nostoc",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Nostocophycidae","","Nostocales","","","","Nostocaceae","","","Nostoc","","iNat:9060281",48.930239,-123.474663,"2017-12-05",NA,NA,"Andrew Simon","false","research",21
"Spirulina",311339,"Spirulina",0,"accepted",NA,"Bacteria","Cyanobacteria","","","Cyanophyceae","Oscillatoriophycidae","","Spirulinales","","","","Spirulinaceae","","","Spirulina","","iNat:9291387",48.971723,-123.553395,"2004-07-16",NA,NA,"Mark Webber","false","needs_id",43
"Agrobacterium radiobacter",975247,"Agrobacterium radiobacter",0,"accepted",NA,"Bacteria","Proteobacteria","","","Alphaproteobacteria","","","Rhizobiales","","","","Rhizobiaceae","","","Agrobacterium","radiobacter","iNat:156494713",48.870803,-123.321575,"2023-04-24",NA,NA,"Kevin Toomer","false","research",137
