"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters"
"Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:2566412",48.930338,-123.476372,"2015-03-04",NA,NA,"Andrew Simon","false","needs_id",174
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2566465",48.929041,-123.471479,"2015-03-04",NA,NA,"Andrew Simon","false","research",174
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2566495",48.929041,-123.471479,"2015-03-04",NA,NA,"Andrew Simon","false","research",174
"Peltigera neopolydactyla",147374,"Peltigera neopolydactyla",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neopolydactyla","iNat:2566500",48.929041,-123.471479,"2015-03-04",NA,NA,"Andrew Simon","false","research",174
"Cladonia macilenta",117950,"Cladonia macilenta",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","macilenta","iNat:2566592",48.930394,-123.475342,"2015-03-04",NA,NA,"Andrew Simon","false","needs_id",349
"Cladonia squamosa",117963,"Cladonia squamosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","squamosa","iNat:2566605",48.930394,-123.475342,"2015-03-04",NA,NA,"Andrew Simon","false","research",349
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2567467",48.932492,-123.484526,"2015-04-04",NA,NA,"Andrew Simon","false","research",87
"Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2569000",48.93062,-123.466587,"2015-03-04",NA,NA,"Lauren Magner","false","research",123
"Cladonia pyxidata",123894,"Cladonia pyxidata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","pyxidata","iNat:2569437",48.876683,-123.322735,"2015-03-24",NA,NA,"Lauren Magner","false","research",174
"Peltigera britannica",119677,"Peltigera britannica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","britannica","iNat:2572163",48.882667,-123.327713,"2015-03-07",NA,NA,"Andrew Simon","false","research",174
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2572165",48.882667,-123.327713,"2015-03-07",NA,NA,"Andrew Simon","false","needs_id",174
"Pilophorus acicularis",128919,"Pilophorus acicularis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Pilophorus","acicularis","iNat:2572192",48.888948,-123.338141,"2015-03-09",NA,NA,"Andrew Simon","false","research",43
"Parmotrema arnoldii",123349,"Parmotrema arnoldii",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmotrema","arnoldii","iNat:2572195",48.883457,-123.329172,"2015-03-09",NA,NA,"Andrew Simon","false","research",87
"Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:2575048",48.931635,-123.48165,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2575071",48.930789,-123.479505,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2575072",48.930789,-123.479505,"2015-03-27",NA,NA,"Lauren Magner","false","research",87
"Chrysothrix xanthina",345245,"Chrysothrix xanthina",NA,"Fungi","Ascomycota","Pezizomycotina","","Arthoniomycetes","","","Arthoniales","","","","Chrysothricaceae","","","Chrysothrix","xanthina","iNat:2580126",48.931522,-123.482208,"2015-03-13",NA,NA,"Lauren Magner","false","research",87
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2580182",48.933073,-123.485727,"2015-03-13",NA,NA,"Lauren Magner","false","research",87
"Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:2580207",48.930845,-123.477402,"2015-03-13",NA,NA,"Lauren Magner","false","research",698
"Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2580212",48.930845,-123.477402,"2015-03-13",NA,NA,"Lauren Magner","false","research",698
"Cladonia",49490,"Cladonia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","","iNat:2583407",48.885822,-123.367732,"2013-04-11",NA,NA,"","false","needs_id",115
"Lepraria",154184,"Lepraria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Stereocaulaceae","","","Lepraria","","iNat:2585111",48.926221,-123.465428,"2015-03-13",NA,NA,"Lauren Magner","false","needs_id",43
"Ochrolechia androgyna",203835,"Ochrolechia androgyna",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Ochrolechiaceae","","","Ochrolechia","androgyna","iNat:2585132",48.926221,-123.465428,"2015-03-13",NA,NA,"Lauren Magner","false","research",43
"Cladonia scabriuscula",217148,"Cladonia scabriuscula",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","scabriuscula","iNat:2588105",48.932627,-123.484697,"2015-03-26",NA,NA,"Andrew Simon","false","research",87
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2588599",48.90991,-123.372302,"2013-04-07",NA,NA,"","false","research",469
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2591397",48.930913,-123.469763,"2015-03-26",NA,NA,"Andrew Simon","false","research",174
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2591409",48.930913,-123.469763,"2015-03-26",NA,NA,"Andrew Simon","false","research",174
"Protoparmeliopsis muralis",632126,"Protoparmeliopsis muralis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Lecanoraceae","","","Protoparmeliopsis","muralis","iNat:2599414",48.92956,-123.475771,"2015-08-05",NA,NA,"Andrew Simon","false","needs_id",104
"Thelomma mammosum",146938,"Thelomma mammosum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Caliciaceae","","","Thelomma","mammosum","iNat:2599843",48.929402,-123.475857,"2015-08-05",NA,NA,"Andrew Simon","false","needs_id",185
"Xanthoparmelia",60724,"Xanthoparmelia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Xanthoparmelia","","iNat:2599862",48.929402,-123.475857,"2015-08-05",NA,NA,"Andrew Simon","false","needs_id",185
"Polycauliona bolacina",463823,"Polycauliona bolacina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Xanthorioideae","","Polycauliona","bolacina","iNat:2599898",48.929673,-123.475771,"2015-08-05",NA,NA,"Andrew Simon","false","research",174
"Xanthomendoza oregana",338616,"Xanthomendoza oregana",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Xanthorioideae","","Xanthomendoza","oregana","iNat:2599908",48.92956,-123.475685,"2015-08-05",NA,NA,"Andrew Simon","false","needs_id",104
"Chrysothrix xanthina",345245,"Chrysothrix xanthina",NA,"Fungi","Ascomycota","Pezizomycotina","","Arthoniomycetes","","","Arthoniales","","","","Chrysothricaceae","","","Chrysothrix","xanthina","iNat:2605273",48.932128,-123.483796,"2015-03-21",NA,NA,"Lauren Magner","false","research",82
"Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2608575",48.930056,-123.476543,"2015-03-21",NA,NA,"Lauren Magner","false","research",349
"Hypogymnia physodes",117971,"Hypogymnia physodes",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","physodes","iNat:2608952",48.931501,-123.481792,"2016-01-22",NA,NA,"Andrew Simon","false","research",87
"Lepraria",154184,"Lepraria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Stereocaulaceae","","","Lepraria","","iNat:2608965",48.931071,-123.469162,"2015-03-21",NA,NA,"Lauren Magner","false","needs_id",349
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2615099",48.983273,-123.556452,"2016-01-24",NA,NA,"Lauren Magner","false","research",61
"Lepra amara",630835,"Lepra amara",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Pertusariaceae","","","Lepra","amara","iNat:2615163",48.983273,-123.556452,"2016-01-24",NA,NA,"Lauren Magner","false","research",61
"Parmelia saxatilis",117860,"Parmelia saxatilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","saxatilis","iNat:2617727",48.928625,-123.470783,"2015-05-14",NA,NA,"Andrew Simon","false","research",316
"Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2626859",48.87455,-123.356166,"2016-01-28",NA,NA,"Andrew Simon","false","research",236
"Usnea",67747,"Usnea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Usnea","","iNat:2628098",48.863543,-123.363974,"2013-03-31",NA,NA,"","false","needs_id",43
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2632382",48.931074,-123.478285,"2014-09-27",NA,NA,"Andrew Simon","false","needs_id",43
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2632415",48.931074,-123.478285,"2014-09-27",NA,NA,"Andrew Simon","false","needs_id",43
"Lepraria",154184,"Lepraria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Stereocaulaceae","","","Lepraria","","iNat:2632508",48.930668,-123.478653,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",87
"Leproplaca chrysodeta",463369,"Leproplaca chrysodeta",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Caloplacoideae","","Leproplaca","chrysodeta","iNat:2632541",48.929867,-123.475435,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",87
"Diploschistes scruposus",117945,"Diploschistes scruposus",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Ostropales","","","","Graphidaceae","","","Diploschistes","scruposus","iNat:2632562",48.929555,-123.475692,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",174
"Protoparmeliopsis muralis",632126,"Protoparmeliopsis muralis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Lecanoraceae","","","Protoparmeliopsis","muralis","iNat:2632604",48.929766,-123.475778,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",87
"Parmelia saxatilis",117860,"Parmelia saxatilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","saxatilis","iNat:2632610",48.929616,-123.475699,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",174
"Physcia caesia",194681,"Physcia caesia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","caesia","iNat:2632612",48.929616,-123.475699,"2015-09-27",NA,NA,"Andrew Simon","false","needs_id",174
"Cladonia coniocraea",155093,"Cladonia coniocraea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","coniocraea","iNat:2647302",48.934511,-123.484612,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"Cladonia squamosa",117963,"Cladonia squamosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","squamosa","iNat:2647308",48.934511,-123.484612,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"Lepraria",154184,"Lepraria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Stereocaulaceae","","","Lepraria","","iNat:2647339",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","needs_id",349
"Scytinium palmatum",532308,"Scytinium palmatum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Scytinium","palmatum","iNat:2647353",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"Ochrolechia androgyna",203835,"Ochrolechia androgyna",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Pertusariales","","","","Ochrolechiaceae","","","Ochrolechia","androgyna","iNat:2647375",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2647422",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","research",349
"Peltigera",54294,"Peltigera",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","","iNat:2647517",48.93468,-123.48444,"2015-10-08",NA,NA,"Lauren Magner","false","needs_id",349
"Leproplaca chrysodeta",463369,"Leproplaca chrysodeta",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Teloschistales","","","","Teloschistaceae","Caloplacoideae","","Leproplaca","chrysodeta","iNat:2647546",48.930225,-123.476028,"2015-10-08",NA,NA,"Lauren Magner","false","research",174
"Melanelixia glabratula",463479,"Melanelixia glabratula",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Melanelixia","glabratula","iNat:2647572",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"Melanelixia subaurifera",194686,"Melanelixia subaurifera",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Melanelixia","subaurifera","iNat:2647580",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"Parmelia saxatilis",117860,"Parmelia saxatilis",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Parmelia","saxatilis","iNat:2647586",48.929267,-123.475342,"2015-10-08",NA,NA,"Lauren Magner","false","research",8
"Peltigera britannica",119677,"Peltigera britannica",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","britannica","iNat:2647592",48.927011,-123.468819,"2015-10-24",NA,NA,"Lauren Magner","false","research",349
"Peltigera neopolydactyla",147374,"Peltigera neopolydactyla",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neopolydactyla","iNat:2663615",48.934059,-123.485899,"2015-03-28",NA,NA,"Lauren Magner","false","research",174
"Hypogymnia tubulosa",179720,"Hypogymnia tubulosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","tubulosa","iNat:2679358",48.897117,-123.408694,"2016-02-13",NA,NA,"Andrew Simon","false","research",121
"Usnea",67747,"Usnea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Usnea","","iNat:2679442",49.008395,-123.577428,"2016-02-13",NA,NA,"","false","needs_id",13809
"Evernia prunastri",123175,"Evernia prunastri",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Evernia","prunastri","iNat:2679449",49.008395,-123.577428,"2016-02-13",NA,NA,"","false","research",13809
"Cladonia",49490,"Cladonia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","","iNat:2679577",49.006593,-123.580174,"2016-02-13",NA,NA,"","false","needs_id",NA
"Usnea",67747,"Usnea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Usnea","","iNat:2680052",49.008395,-123.581548,"2016-02-13",NA,NA,"","false","needs_id",NA
"Ramalina",48325,"Ramalina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Ramalinaceae","","","Ramalina","","iNat:2701050",48.878387,-123.319513,"2016-01-09",NA,NA,"Jemma Lee","false","research",NA
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2732409",48.914851,-123.396034,"2016-02-26",NA,NA,"","false","research",349
"Cladonia portentosa",119666,"Cladonia portentosa",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:2732451",48.905938,-123.352776,"2016-02-29",NA,NA,"","false","research",349
"Platismatia herrei",117876,"Platismatia herrei",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Platismatia","herrei","iNat:2734289",48.931031,-123.479043,"2016-02-29",NA,NA,"Andrew Simon","false","research",64
"Lobaria pulmonaria",48711,"Lobaria pulmonaria",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:2744813",48.874335,-123.32531,"2016-03-04",NA,NA,"","false","research",348
"Scytinium polycarpum",532312,"Scytinium polycarpum",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Scytinium","polycarpum","iNat:2767527",48.876614,-123.351038,"2016-03-10",NA,NA,"Lauren Magner","false","research",21
"Cladonia",49490,"Cladonia",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","","iNat:2767537",48.880203,-123.320048,"2016-03-10",NA,NA,"Jemma Lee","false","needs_id",44
"Peltigera collina",194736,"Peltigera collina",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:2784514",48.89024,-123.347803,"2016-03-14",NA,NA,"Andrew Simon","false","research",13
"Peltigera membranacea",117858,"Peltigera membranacea",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","membranacea","iNat:2790711",48.87788,-123.335824,"2016-03-14",NA,NA,"","false","research",174
"Hypogymnia enteromorpha",222048,"Hypogymnia enteromorpha",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","enteromorpha","iNat:2819286",48.950921,-123.515596,"2016-03-22",NA,NA,"Andrew Simon","false","research",240
"Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",NA,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:2819309",48.950921,-123.515596,"2016-03-22",NA,NA,"Andrew Simon","false","research",240
